Id,SalePrice
1461,127640.0
1462,160200.0
1463,162200.0
1464,177430.0
1465,160340.0
1466,190090.0
1467,181820.0
1468,175199.0
1469,175520.0
1470,123650.0
1471,193120.0
1472,94630.0
1473,93650.0
1474,157600.0
1475,106270.0
1476,336606.2
1477,246619.3
1478,305302.6
1479,239142.4
1480,453561.4
1481,296966.5
1482,204402.5
1483,197036.4
1484,148364.6
1485,163910.0
1486,217025.0
1487,307398.6
1488,260916.6
1489,176790.1
1490,174870.0
1491,184590.0
1492,115480.0
1493,209757.0
1494,333543.2
1495,294990.0
1496,238100.0
1497,170595.0
1498,150973.3
1499,159223.3
1500,168356.5
1501,174250.0
1502,153103.3
1503,272439.0
1504,221730.0
1505,208590.0
1506,229558.7
1507,199080.0
1508,198940.0
1509,174420.0
1510,153030.0
1511,148730.0
1512,176300.0
1513,155438.7
1514,179750.0
1515,263797.7
1516,170043.2
1517,154440.0
1518,128079.2
1519,259900.0
1520,128300.0
1521,143595.0
1522,162273.2
1523,107860.0
1524,131200.0
1525,133640.0
1526,131905.0
1527,126600.0
1528,130140.0
1529,143900.0
1530,171390.0
1531,137473.4
1532,103780.0
1533,179570.0
1534,115738.3
1535,168920.0
1536,125990.0
1537,83950.0
1538,142750.0
1539,229630.0
1540,119140.0
1541,157750.0
1542,145090.0
1543,219050.0
1544,88080.0
1545,98240.0
1546,110730.0
1547,127590.0
1548,151960.0
1549,137290.0
1550,126426.4
1551,116648.0
1552,134335.3
1553,168200.0
1554,115902.0
1555,167960.0
1556,103830.0
1557,118916.8
1558,92299.3
1559,131118.7
1560,158430.0
1561,136558.7
1562,125100.0
1563,102876.6
1564,149980.0
1565,149790.0
1566,261286.6
1567,80850.0
1568,202955.0
1569,166033.2
1570,149380.0
1571,131134.6
1572,154545.0
1573,250839.0
1574,88020.0
1575,220550.0
1576,285475.0
1577,191535.4
1578,159740.0
1579,138542.0
1580,190750.0
1581,141640.0
1582,131750.0
1583,334209.2
1584,240843.5
1585,136550.0
1586,65090.0
1587,119855.0
1588,145067.4
1589,122520.0
1590,125625.0
1591,105610.0
1592,148085.0
1593,99769.3
1594,130128.7
1595,106050.0
1596,199900.0
1597,202550.0
1598,178100.0
1599,145730.0
1600,151930.0
1601,49933.3
1602,118830.0
1603,106729.3
1604,277950.0
1605,260350.0
1606,165990.0
1607,153960.2
1608,222235.6
1609,174576.0
1610,145961.9
1611,136750.0
1612,140295.0
1613,141784.0
1614,115400.0
1615,87500.0
1616,80681.1
1617,82700.0
1618,123440.0
1619,140820.0
1620,132195.0
1621,151475.9
1622,154450.0
1623,310000.0
1624,206850.0
1625,129620.0
1626,170350.0
1627,195150.0
1628,322287.0
1629,163200.0
1630,264240.0
1631,202625.0
1632,252380.0
1633,148500.0
1634,167300.0
1635,180380.0
1636,150025.0
1637,171908.7
1638,207150.0
1639,198715.0
1640,286644.0
1641,184900.0
1642,219540.0
1643,234745.0
1644,218190.0
1645,203275.0
1646,149130.0
1647,162240.0
1648,131267.1
1649,135665.0
1650,109000.0
1651,127550.0
1652,99000.0
1653,96180.0
1654,154660.0
1655,141965.0
1656,149160.0
1657,152560.0
1658,149160.0
1659,112580.0
1660,149490.0
1661,488418.4
1662,399899.8
1663,359760.0
1664,475672.8
1665,326740.4
1666,367440.2
1667,340279.9
1668,323606.9
1669,301806.1
1670,333237.8
1671,255540.0
1672,498000.2
1673,299205.0
1674,247959.2
1675,201865.0
1676,191925.0
1677,207020.9
1678,513197.8
1679,407230.0
1680,261166.1
1681,214339.0
1682,351690.2
1683,209088.0
1684,174554.5
1685,174750.0
1686,186129.0
1687,157350.0
1688,187575.0
1689,175983.5
1690,187600.0
1691,163200.0
1692,274850.0
1693,160890.0
1694,186460.0
1695,167260.0
1696,290087.2
1697,165550.0
1698,391471.0
1699,335680.0
1700,230429.0
1701,239128.0
1702,272952.8
1703,264104.2
1704,307727.9
1705,191948.0
1706,495257.8
1707,201160.0
1708,204678.4
1709,292152.6
1710,210502.0
1711,268865.0
1712,273992.2
1713,265845.0
1714,220090.0
1715,194865.0
1716,171367.5
1717,139157.1
1718,142623.5
1719,213097.5
1720,265517.7
1721,155410.0
1722,122700.0
1723,157395.0
1724,225160.2
1725,208000.0
1726,209410.0
1727,162530.0
1728,190340.0
1729,158145.0
1730,170710.0
1731,137386.0
1732,129020.0
1733,98393.2
1734,121868.3
1735,128130.0
1736,123240.0
1737,508028.1
1738,219820.0
1739,323121.0
1740,169791.5
1741,177140.0
1742,172730.0
1743,172100.0
1744,309610.0
1745,201040.0
1746,230250.0
1747,203200.0
1748,281823.1
1749,151770.0
1750,151273.7
1751,252500.0
1752,112538.3
1753,143986.4
1754,193650.0
1755,156700.0
1756,137890.0
1757,121190.0
1758,153660.0
1759,184750.0
1760,159490.0
1761,163850.0
1762,161390.0
1763,192243.2
1764,114140.0
1765,174250.0
1766,229940.0
1767,299100.0
1768,128100.0
1769,162400.0
1770,143590.0
1771,137350.0
1772,132650.0
1773,126380.9
1774,135340.0
1775,137480.0
1776,129599.3
1777,111540.0
1778,125400.0
1779,125800.0
1780,182930.0
1781,133790.0
1782,71000.0
1783,163890.0
1784,113250.0
1785,122150.0
1786,98910.0
1787,153450.0
1788,53880.0
1789,110340.0
1790,93455.0
1791,132900.0
1792,165015.0
1793,137765.0
1794,139030.0
1795,144600.0
1796,138900.0
1797,121469.3
1798,120248.0
1799,101540.0
1800,138200.0
1801,126883.4
1802,131240.0
1803,153700.0
1804,140555.0
