Id,SalePrice
1461,96361.1872091337
1462,140208.78454971692
1463,194586.08092961568
1464,205677.48288313684
1465,167375.14530246606
1466,191960.8222557566
1467,216221.15995159413
1468,181418.6019535956
1469,197306.7446876413
1470,129821.07428709825
1471,189616.3237406409
1472,77993.13727007066
1473,73851.88302758455
1474,162065.544905514
1475,93260.54633511172
1476,283644.30496170395
1477,235314.05339078448
1478,251423.11595409253
1479,248224.96746680973
1480,336784.0418968295
1481,296237.57891137584
1482,175640.50649378484
1483,180835.46992363402
1484,151462.8275699161
1485,205394.0014997572
1486,210491.20913833982
1487,291006.56963794003
1488,238847.2262701345
1489,188753.59503658663
1490,215595.4610899099
1491,203616.89848960895
1492,81640.09032234398
1493,224377.0957622294
1494,299836.46473735414
1495,295717.8640570599
1496,200672.50288196595
1497,194866.67793447908
1498,164254.50071494607
1499,182216.8744305584
1500,175460.0876357361
1501,185952.66793484954
1502,153971.5854823005
1503,256955.89454061037
1504,244000.3036228174
1505,218379.25013956855
1506,214692.03129539522
1507,263600.98856091296
1508,226079.63007497202
1509,184607.67601943732
1510,157903.07066686157
1511,151206.91489680478
1512,194621.59583416878
1513,169623.67999642063
1514,164529.85731579515
1515,255759.96863254748
1516,174685.2438338317
1517,170029.75752691715
1518,138580.57729038666
1519,221616.80098078874
1520,117129.85889731502
1521,104167.50830550352
1522,186115.38421747525
1523,91952.44019016487
1524,121082.90528873508
1525,96204.37609304526
1526,67493.73848425668
1527,145936.37317177834
1528,180508.7340122477
1529,145078.86963269455
1530,198028.8577979121
1531,126694.1409895519
1532,87251.11493833075
1533,182398.11825226853
1534,145445.2853024095
1535,165289.18778082612
1536,103740.00427109198
1537,70238.57149079372
1538,227515.82671856583
1539,317910.5046509988
1540,71955.71474115935
1541,188998.93472993173
1542,155567.75538214084
1543,210271.8897826514
1544,91189.92927349756
1545,135083.8842644441
1546,150174.0506088712
1547,119673.07858792396
1548,139913.68420715965
1549,140899.36194840827
1550,149712.8003871856
1551,116729.18373938587
1552,150724.58178384992
1553,155525.39415576277
1554,158350.96244232138
1555,143356.1189536755
1556,78740.64145808568
1557,53482.71787726357
1558,82394.78969752026
1559,66778.47716069211
1560,161713.80198133807
1561,121275.53222136549
1562,145371.641634099
1563,109221.31668226638
1564,156023.25115156447
1565,146076.1468134871
1566,248205.8575944908
1567,78214.95349106583
1568,235225.81772223185
1569,137279.8101546457
1570,155925.31430334406
1571,103120.47712935344
1572,159446.40371664066
1573,220251.87289664918
1574,133525.90599258756
1575,212176.12765961292
1576,286854.2931384741
1577,183143.04966940166
1578,208793.20016855252
1579,142263.14925398005
1580,204536.02877445464
1581,173967.33447141334
1582,141027.24248345458
1583,293513.95613903686
1584,223089.92995805433
1585,136139.74878049304
1586,77723.36793929091
