Id,SalePrice
1461,114622.172
1462,144027.536
1463,172746.295
1464,179832.9
1465,204113.468
1466,177144.125
1467,169991.84925
1468,175675.897
1469,181557.619
1470,118747.839
1471,188841.658
1472,91216.0
1473,95387.62875
1474,152611.499
1475,138499.24266666666
1476,401851.662
1477,257512.828
1478,305095.678
1479,229003.445
1480,481151.719
1481,336987.334
1482,210012.9615
1483,173108.246
1484,170004.605
1485,166192.952
1486,210623.59
1487,339230.635
1488,252576.008
1489,207125.617
1490,197492.609
1491,186028.96
1492,99721.628
1493,182933.109
1494,297501.963
1495,289429.226
1496,216082.679
1497,202427.15
1498,153317.91536666668
1499,154841.68496666668
1500,153822.98358333332
1501,182007.685
1502,149318.80353333332
1503,281598.232
1504,243492.168
1505,216707.327
1506,189512.923
1507,214778.25
1508,190516.65
1509,156049.933
1510,150258.599
1511,146117.524
1512,165307.226
1513,146022.164
1514,163534.468
1515,188606.918
1516,151650.902
1517,150275.9668333333
1518,133638.312
1519,226499.957
1520,135809.6
1521,136598.23
1522,169777.2
1523,115481.077
1524,125323.776
1525,118890.023
1526,126172.908
1527,101439.0305
1528,126713.267
1529,143130.2
1530,162462.086
1531,138086.88
1532,108732.701
1533,143519.104
1534,123737.115
1535,141133.149
1536,111154.46
1537,88100.858
1538,177414.582
1539,237923.706
1540,124046.844
1541,159860.843
1542,141015.457
1543,235918.658
1544,79701.55
1545,97425.483
1546,130467.35166666665
1547,128545.745
1548,124087.851
1549,107002.575
1550,150507.445
1551,121504.867
1552,144030.077
1553,135556.775
1554,114748.828
1555,166841.192
1556,106524.548
1557,121933.533
1558,92350.623
1559,118125.343
1560,149922.225
1561,161658.797
1562,136157.283
1563,122879.674
1564,165111.676
1565,151411.406
1566,211392.752
1567,78343.5445
1568,211835.86
1569,147227.954
1570,134406.144
1571,113586.062
1572,144093.22
1573,243621.446
1574,148719.379
1575,204117.44
1576,197241.265
1577,204794.585
1578,147959.667
1579,141869.29
1580,189022.69
1581,143181.18408333333
1582,124752.704
1583,350968.718
1584,235097.795
1585,139180.4
1586,70897.183
1587,103656.904
1588,143278.001
1589,103288.766
1590,137968.517
1591,105510.84
1592,135699.1
1593,119671.24066666666
1594,156430.797
1595,135533.309
1596,235462.373
1597,167516.792
1598,179614.7465
1599,202327.959
1600,193986.381
1601,58734.162
1602,112499.485
1603,94752.88
1604,266204.953
1605,266934.481
1606,169179.328
1607,201065.818
1608,217583.263
1609,202567.727
1610,164730.634
1611,155442.503
1612,161561.13
